chapter,character,line
12,Mindy St. Claire,"Now if you'll excuse me, it's my masturbating time."
12,Eleanor Shellstrop,When isn't it?
12,Eleanor Shellstrop,We're going back.
12,Jason Mendoza,But --
12,Eleanor Shellstrop,Now.
12,Eleanor Shellstrop,Can we even make it there in time?
12,Janet,"I believe so, though it'll be close."
12,Eleanor Shellstrop,Where's Jason?
12,Jason Mendoza,Heads up!
12,Jason Mendoza,"Sorry, Eleanor, but I can't let us leave."
12,Jason Mendoza,Bortles!
12,Eleanor Shellstrop,No!
12,Eleanor Shellstrop,"What are you doing, you goon?"
12,Jason Mendoza,Trying to blow up the train.
12,Jason Mendoza,Blowing stuff up got me out of so many jams on Earth.
12,Jason Mendoza,Let me try again.
12,Jason Mendoza,Do you have another bottle?
12,Michael,"Hi, there."
12,Michael,"Since there's no Janet here to serve you, I brought you two a little treat."
12,Chidi Anagonye,"Uh, kind of like a last meal."
12,Michael,"Not like a last meal, just the� the final food you might ever eat."
12,Tahani Al-Jamil,I'm gonna miss these little perks when I'm down in The Bad Place.
12,Tahani Al-Jamil,Being forced to wear a� a knock-off handbag and drink tap water.
12,Chidi Anagonye,That's what you think Hell is?
12,Eleanor Shellstrop,"Janet, please, we have to go."
12,Janet,I won't start the train until my husband says it's okay.
12,Janet,"I'm sorry, Eleanor, but I engaged a ride-or-die protocol so I'm loyal to Jason forever."
12,Eleanor Shellstrop,"Buddy� come on, we gotta go."
12,Jason Mendoza,I don't wanna go to The Bad Place.
12,Jason Mendoza,"It's scary, like the movie Ratatouille."
12,Eleanor Shellstrop,What?
12,Jason Mendoza,"Yo, I ain't trying to have rats living in my hat and pulling my hair to get me to do stuff."
12,Eleanor Shellstrop,"I'm scared, too."
12,Eleanor Shellstrop,But we can't just abandon our friends and let them take the fall for us.
12,Jason Mendoza,Sure we can.
12,Jason Mendoza,It would be so easy to do that.
12,Jason Mendoza,"We'd just go back to Mindy's house, chill out --"
12,Eleanor Shellstrop,I'd get used to room-temperature beer.
12,Jason Mendoza,"Me and Janet keep trying to solve the problem of how to have sex, which could take years."
12,Jason Mendoza,Let's just pretend that we didn't hear the Janet walkie-talkie message.
12,Eleanor Shellstrop,"No, it's time to own up, dude."
12,Eleanor Shellstrop,"I spent my whole life acting like Mindy, me first, no matter what, and it literally took dying and being around a bunch of good people to realize that I was kind of a nightmare."
12,Jason Mendoza,Why were you like that?
12,Eleanor Shellstrop,Well� let me tell you about Doug and Donna Shellstrop.
12,Young Eleanor,"Hey, Dad, just a warning, Mom's gonna be here in a second."
12,Doug,Your mother's coming?
12,Doug,"Oh, boy, hide the silverware."
12,Young Eleanor,You mean the silverware you stole from Mom?
12,Doug,"Yeah, but she keeps trying to steal it back."
12,Donna Shellstrop,I drove here as fast as I could.
12,Donna Shellstrop,You scored free WrestleMania tickets?
12,Young Eleanor,"There are no tickets, Mom."
12,Young Eleanor,I knew that was the only way I could get you here.
12,Doug,A-ha!
12,Doug,Burn.
12,Donna Shellstrop,"Eleanor, just because your father and I are divorced does not mean you can disrespect me like this, okay?"
12,Donna Shellstrop,We are a family.
12,Donna Shellstrop,Whose birthday is it?
12,Young Eleanor,Mine.
12,Doug,Are you serious?
12,Doug,No way.
12,Doug,That was a BS foul on Chapman.
12,Young Eleanor,"And since you both forgot, again, which means you definitely didn't get me a present, again, I got myself something."
12,Young Eleanor,I just need you to sign it.
12,Donna Shellstrop,Emancipation papers?
12,Donna Shellstrop,Honey!
12,Donna Shellstrop,"What does ""emancipation"" mean?"
12,Young Eleanor,It means I'll be on my own.
12,Young Eleanor,"All my life, I've been taking care of myself and you guys."
12,Young Eleanor,I work two after-school jobs because you blew half my college fund bailing your boyfriend out of jail.
12,Doug,So irresponsible.
12,Young Eleanor,And you blew the other half trying to frame her boyfriend.
12,Donna Shellstrop,It was so stupid.
12,Donna Shellstrop,"He was already guilty, dumbass."
12,Young Eleanor,"I've been on my own for a while now anyway, and after you sign these papers, it'll be official."
12,Young Eleanor,"I won't owe you anything, you won't owe me anything."
12,Doug,"Well, if you want me to sign� oh, that's a joint."
12,Doug,"Uh, do you have a pen or a lighter?"
12,Donna Shellstrop,"You're a really interesting person, Eleanor."
12,Donna Shellstrop,We should hang out sometime.
12,Jason Mendoza,"Wow, your parents sucked."
12,Eleanor Shellstrop,"Yeah, they did."
12,Eleanor Shellstrop,And I've been using their crappy parenting as an excuse for my selfish behavior all my life.
12,Eleanor Shellstrop,No more.
12,Eleanor Shellstrop,We know what's right here.
12,Eleanor Shellstrop,We have to go back.
12,Janet,Ride-or-die.
12,Shawn,Time is up.
12,Shawn,"In preparation for your trip to The Bad Place, please put on these fedoras."
12,Tahani Al-Jamil,"Oh, no."
12,Tahani Al-Jamil,"Well, no use delaying the inevitable."
12,Tahani Al-Jamil,We surrender.
12,Tahani Al-Jamil,Together.
12,Eleanor Shellstrop,"Chidi, Tahani, we're back to save your souls."
12,Eleanor Shellstrop,Real weird vibe in here.
12,Eleanor Shellstrop,Was definitely expecting some applause.
12,Michael,You're too late.
12,Michael,You� you missed the cut-off.
12,Eleanor Shellstrop,But we're here.
12,Eleanor Shellstrop,"We came here as fast as we could, and we're here."
12,Eleanor Shellstrop,So� now what?
12,Shawn,What is the most logical decision?
12,Shawn,I made my initial ruling.
12,Shawn,I established a deadline.
12,Shawn,The deadline was missed.
12,Shawn,Now the original perpetrators are here.
12,Shawn,Ugh.
12,Shawn,This is exhausting.
12,Shawn,I just want to go back to my container of goo and go to sleep.
12,Shawn,The Bad Place is owed two people.
12,Shawn,"In my opinion, which is an objective fact in this case and all cases always and forever, you have all done bad things since you arrived here."
12,Shawn,"Therefore, I don't care which two of you go."
12,Shawn,You can decide.
12,Shawn,You have 30 minutes.
13,Dave,"Morning, Mike."
13,Dave,How's it hanging?
13,Michael,Oh.
13,Michael,"Fine, Dave, just fine."
13,Dave,"Listen, we got the files for the new crop of incoming, and the Big Guy thinks it's time for you to fly solo."
13,Michael,I get to design it myself?
13,Dave,You've been an apprentice long enough.
13,Dave,You're ready.
13,Michael,"Oh, Dave, I'm gonna work so hard."
13,Michael,My design is gonna be absolutely perfect.
13,Dave,"Easy there, rookie."
13,Dave,"Starting immediately, you'll be reporting directly to the front office."
13,Dave,This is your shot.
13,Dave,Good luck.
13,Shawn,The Bad Place is owed two people.
13,Shawn,You have all done bad things since you arrived here.
13,Shawn,I don't care which two of you go.
13,Shawn,You can decide.
13,Shawn,You have 30 minutes.
13,Michael,"All I ever wanted was for this neighborhood, my first neighborhood to be perfect."
13,Michael,"Somehow I blew it� and well, you're all suffering, and for that, I'm deeply sorry."
13,Michael,This is truly the saddest day of my life.
13,Eleanor Shellstrop,"Okay, I guess I'll speak first."
13,Eleanor Shellstrop,Jason and I are the mistakes.
13,Eleanor Shellstrop,"We're the ones who misled everybody and dragged you all into this mess, so, we should go to The Bad Place."
13,Tahani Al-Jamil,Agreed.
13,Chidi Anagonye,Yes.
13,Eleanor Shellstrop,"Okay, I thought you were gonna at least pretend to fight me on that, but whatever."
13,Jason Mendoza,Hang on.
13,Jason Mendoza,That judge guy just said everyone here has done bad things.
13,Jason Mendoza,Let's look at this ethnically.
13,Chidi Anagonye,"""Ethically""."
13,Jason Mendoza,"You guys helped me and Eleanor, right, but we're bad, so you helping us was bad."
13,Jason Mendoza,"It's basic consequentialism, the morality of an action is solely judged on its consequences."
13,Chidi Anagonye,Great.
13,Chidi Anagonye,The one time you actually remember something from class.
13,Jason Mendoza,"Maybe I was brought here by mistake, but since we've been here, I just tried to stay out of everyone's way."
13,Jason Mendoza,Chidi's done worse stuff than me.
13,Jason Mendoza,He murdered Janet.
13,Jason Mendoza,He killed my wife!
13,Chidi Anagonye,I was trying to stop you from doing it!
13,Jason Mendoza,"Yeah, but you did it."
13,Jason Mendoza,He who smelt it murdered Janet.
13,Tahani Al-Jamil,"Well, it's settled then."
13,Tahani Al-Jamil,Eleanor and Jianyu are leaving.
13,Jason Mendoza,"For the last time, my name is Jason, not Jianyu, the amazing and incredible monk."
13,Eleanor Shellstrop,Which is why you belong in The Bad Place.
13,Tahani Al-Jamil,"And by the way, Janet is not your wife, or your soulmate."
13,Tahani Al-Jamil,There's a Janet in every neighborhood.
13,Jason Mendoza,"Well, I'm in love with this Janet."
13,Jason Mendoza,"We did a bunch of amazing, awesome stuff which almost turned out to be sex, and we were married in a legal ceremony."
13,Janet,It was not legal.
13,Eleanor Shellstrop,"Okay, J-bones, you and me, outside."
13,Jason Mendoza,What?
13,Jason Mendoza,But�
13,Jason Mendoza,I'm not going.
13,Jason Mendoza,I don't wanna.
13,Eleanor Shellstrop,"Well, I don't wanna either, but let's face it."
13,Eleanor Shellstrop,Chidi and Tahani are better people than we are.
13,Eleanor Shellstrop,We tried to improve ourselves and we did a good job.
13,Eleanor Shellstrop,"Well, I did a good job."
13,Eleanor Shellstrop,You mostly fell asleep in class or made fart noises with your hands.
13,Jason Mendoza,I could never do that on Earth.
13,Jason Mendoza,This place truly is paradise.
13,Tahani Al-Jamil,Look at them.
13,Tahani Al-Jamil,Whispering away like two beefeaters on a tea break.
13,Tahani Al-Jamil,I bet they're plotting against us.
13,Chidi Anagonye,No way.
13,Chidi Anagonye,Eleanor wouldn't do that.
13,Tahani Al-Jamil,"You do have feelings for her, don't you?"
13,Chidi Anagonye,Yes.
13,Chidi Anagonye,But no.
13,Chidi Anagonye,Please don't make me think about this again.
13,Chidi Anagonye,My brain will break.
13,Tahani Al-Jamil,"I'm sorry, it's just that I have certain feelings for you."
13,Tahani Al-Jamil,"I don't mean to contribute to your misery, it's just that I'm frightened."
13,Tahani Al-Jamil,I don't have an actual soulmate.
13,Tahani Al-Jamil,What's gonna happen to me when Jason and Fake Eleanor go and you're off with Real Eleanor?
13,Tahani Al-Jamil,Whither Tahani?
13,Eleanor Shellstrop,"Okay, team meeting."
13,Eleanor Shellstrop,Jason has agreed that the two of us should go.
13,Jason Mendoza,"Bye, Tahani."
13,Jason Mendoza,Sorry for everything.
13,Jason Mendoza,"After I'm gone, you can go ahead and clean out my bud hole."
13,Tahani Al-Jamil,Thank you.
13,Jason Mendoza,"I love you so much, baby."
13,Jason Mendoza,Promise me you'll visit.
13,Janet,I will not.
13,Janet,It is literally impossible for me to do that.
13,Eleanor Shellstrop,"Well, it's been real, dawg."
13,Eleanor Shellstrop,"Sorry, that's how I ended most of my serious relationships."
13,Chidi Anagonye,Yeah.
13,Chidi Anagonye,"Mmm, that checks out."
13,Chidi Anagonye,I feel like I failed you.
13,Eleanor Shellstrop,No.
13,Eleanor Shellstrop,Don't ever think that.
13,Eleanor Shellstrop,"I was dropped into a cave, and you were my flashlight."
13,Tahani Al-Jamil,Oh!
13,Tahani Al-Jamil,Goodbye forever.
13,Tahani Al-Jamil,I will miss you so much.
13,Eleanor Shellstrop,Ugh.
13,Eleanor Shellstrop,"I'll miss you too, you sexy skyscraper."
13,Eleanor Shellstrop,All right.
13,Eleanor Shellstrop,Ready to go?
13,Eleanor Shellstrop,Let's grab Michael.
13,Eleanor Shellstrop,Come in.
13,Real Eleanor,"Hi, guys."
13,Real Eleanor,Sorry to interrupt.
13,Real Eleanor,"Um, I'm going to The Bad Place."
13,Real Eleanor,I'm taking one of the slots.
13,Chidi Anagonye,What?
13,Jason Mendoza,Awesome.
13,Chidi Anagonye,"Eleanor, that's crazy."
13,Chidi Anagonye,You belong here.
13,Chidi Anagonye,Why would you go?
13,Real Eleanor,"Everyone here is supposed to have a soulmate, and my soulmate doesn't love me."
13,Real Eleanor,"I don't know if you love the other Eleanor or Tahani or someone else, but you don't love me, which means that this will never really be my Good Place."
13,Real Eleanor,"I'm going, so you only have to choose one more person."
13,Eleanor Shellstrop,"Okay, that means� what does that mean?"
13,Jason Mendoza,It means� I get to stay here with my wife forever!
13,Jason Mendoza,"We did it, Eleanor!"
13,Jason Mendoza,USA!
13,Jason Mendoza,USA!
13,Jason Mendoza,USA!
13,Shawn,"This is a real mess, huh?"
13,Shawn,"No matter what they decide, I'd bet you're gonna be in pretty hot water with your boss."
13,Shawn,Wouldn't be surprised if retirement were on the table.
13,Michael,Retirement?
13,Shawn,"Of course, what do I know?"
13,Shawn,I'm just The All-Knowing Judge of All Matters in the Afterlife.
13,Shawn,"But face it, this is your mistake."
13,Val,"Morning, Mike."
13,Michael,"Morning, Val."
13,Val,Oh.
13,Val,Which one's which?
13,Val,I always forget.
13,Michael,"Black is regular, orange is anti-matter."
13,Val,"Working on your first solo design, right?"
13,Val,How's it coming?
13,Michael,Do you ever get the feeling we could be doing it all differently?
13,Michael,"I mean, it's always the same."
13,Michael,"We get the names, come up with the design, they arrive, we move on to the next one."
13,Michael,We never even get to be there to see how fun it is.
13,Val,"Yeah, I guess, but don't rock the boat here, pal, just try to do a good job."
13,Val,Mmm.
13,Val,French vanilla?
13,Val,Regular anti-matter's fine.
13,Val,Why flavor it?
13,Michael,A good job.
13,Eleanor Shellstrop,"All right, nerds, let's just get this over with."
13,Eleanor Shellstrop,"I'll go to The Bad Place with Real Eleanor, and you three can stay."
